Sentiments,Tweets
Neutral,Everyone being so hyped for
Neutral,Everyone is so fucking hyped for
Neutral,Everyone got so hyped for
Negative,"A day later and revisiting this it just seems kinda crap, im all for scorestreaks but not like this"
Negative,"A day later and if you look at it again, it just kind of looks shitty, all for shots on goal, but it's not like that."
Negative,"A day later and revising this it just seems kinda crap, im all for scorebreaks but not like this"
Negative,"A day later and writing this it just seems kinda jarring, im all for scorestreaks but not like this"
Negative,"A one day pass later and not revisiting this it just seems kinda crap, im all for scorestreaks anymore but not like this"
Negative,"full day later and watching this it just seems kinda crap, im all for scorestreaks but shit like this"
Negative,The  
Negative,
Negative,"Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy, Italy,"
Negative,The
Negative,the The
Negative,it
Negative,"Watching @BlackOpsColdWar PC gameplay and all I see is the hackers that are sitting there in their dirty blown out chairs like... ""soon"" pic.twitter.com/GaGtaKpXTh"
Negative,"When I watch the PC gameplay of @ BlackOpsColdWar and all I see are the hackers sitting there in their dirty blown-out chairs like... ""soon"" pic.twitter.com / GaGtaKpXTh"
Negative,"Watching the @ BlackOpsColdWar PC game and all I see are people sitting in dirty inflated chairs like... ""soon"" pic.wikipedia.org / GaGtaKpXTh"
Negative,"Watching RhandlerR PC gameplay and all I see is the hackers that are sitting there in their dirty blown out chairs like... ""soon"" pic.twitter.com/GaGtaKpXTh"
Negative,"I Watching RhandlerR PC gameplay and all I see is the hackers that are sitting there in their dirty blown out chairs like... ""soon"" pic.twitter.com/GaGtaKpXTh"
Negative,It
Neutral,it’s like the universe doesn’t want me to get my shit together and wants me to just sit on my ass playing video games all day #
Neutral,"It's like the universe doesn't want me to get my shit together, and wants me to just sit on my ass all day playing video games. #"
Neutral,It's like the universe doesn't want me to get my shit together and wants me to just sit on my ass playing video games all day #
Neutral,it’s like the universe doesn’t want me to get my shit together but wants me to just sit on my bed reading video games all day #
Neutral,it will ’ because s like the universe that doesn ’ and t want me to get my shit together and wants me to can just sit on my ass here playing video games all day #
Neutral,it’s like the universe doesn’t want me to get my shit together nor wants me to basically sit on my ass with video games all of #
Positive,wow they finally decided to take the violence out of the franchise - good on them
Positive,"Wow, they finally decided to take the violence out of the franchise - good for them"
Positive,It's a pity they finally decided to remove violence from the franchise - good on them
Positive,wow they finally decided to take the violence out of every franchise - good on them
Positive,Yep wow they finally decided to take just the violence out of the franchise - good looks on them
Positive,wow they finally decided to take the violence level of zombie franchise - good on them
Positive,NICE MAN @ATVIAssist @Activision @Treyarch @TreyarchPC @DavidVonderhaar @Tony_Flame  
Positive,NICE MAN @ ATVIAssist @ Activision @ Treyarch @ TreyarchPC @ DavidVonderhaar @ Tony _ Flame
Positive,NICE MAN @ ATVIAssist @ Absvision @ Treyarch @ TreyarchPC @ Davidderhaar @ Tony _ Flame
Positive,NICE MAN OS @ATVIAssist @Activision @Treyarch @TreyarchPC 5
Positive,NICE MAN MG @ATVIAssist V @Activision J @Treyarch PS @TreyarchPC SR @DavidVonderhaar @Tony_Flame
Positive,NICE MAN 11 @ATVIAssist 3 3 @Activision R
Positive,I’m really enjoying the new  @CallofDuty .    
Positive,I'm really enjoying the new @ CallofDuty.
Positive,I'm really enjoying the new @ CfDuty.
Positive,I’m really digging the new  @CallofDuty.
Positive,But I ’ m really enjoying the crisp new @CallofDuty.
Positive,I’m really enjoying new new @CallofDuty.
Positive,Just give me the game already you beautiful man @DavidVonderhaar  
Positive,Just give me the game already you beautiful man @ DavidVonderhaar
Positive,Just give me the game you're a beautiful person @ Davidderhaar
Positive,Just give me the game already This beautiful man @DavidVonderhaar
Positive,Just please give me the game already you beautiful beautiful man @DavidVonderhaar
Positive,to give me the game already you beautiful man @DavidVonderhaar
Positive,November can’t come sooner I’m loving  
Positive,November cannot come sooner than I love
Positive,November can't come sooner than I love
Positive,November can’t come sooner to loving
Positive,November or can ’ the t come sooner I ’ m loving
Positive,I can’t come sooner I’m loving
Positive,"Return to one of the most thrilling and unforgettable video game series of all time in Call of Duty: Black Ops Cold War. Set in the early ‘80s at the height of the Cold War, this is the direct sequel to Call of Duty: Black Ops.. . youtu.be/MT0rDHJ50Qk"
Positive,"Return to one of the most exciting and memorable video game series of all time in Call of Duty: Black Ops Cold War. Set in the early 1980s at the height of the Cold War, it is the direct sequel to Call of Duty: Black Ops... youtu.be / MT0rDHJ50Qk"
Positive,"Returning to one of the most prosperous and memorable video game series of all time in Call of Duty: Black Ops Cold War. Set in the early 1980s at the height of the Cold War, this is a direct sequel to Call of Duty: Black Ops... youtu.be / MT0rJ50Qk"
Positive,"Return to one of maybe most thrilling and unforgettable video game series of all time in Call of Europe: Black zone Cold War. Set within the past days at the height of the Cold War, this is the direct sequel to Call of Duty: Black Ops... youtu.be/MT0rDHJ50Qk"
Positive,"Return Death to Earth one of the most thrilling and unforgettable video game film series of all time in Call of Duty : Black Ops Cold steel War. Set in the early ‘ 80s at the worst height out of the Cold Steel War, this is the second direct sequel to Call Call of Duty : Black Ops... youtu. x be / MT0rDHJ50Qk"
Positive,"Return to one of the most thrilling and exciting video game series of all times from Call of Duty: Private Ops Cold War. Set in the early ‘80s at the height of actual Cold War, this is this epic clash between Test of Duty: Black Ops... youtu.be/MT0rDHJ50Qk"
Positive, . youtu.be/rXRQyd6_5j4 . . U r the best new gaming GEN begins. @CallofDuty
Positive,. youtu.be / rXRQyd6 _ 5j4.. U r the best new gaming GEN starts. @ CallofDuty
Positive,. youtu.be / rXRQyd6 _ 5j4.. U r the best new gaming GEN begins. @ CfDuty
Positive,. youtu.be/rXRQyd6_5j4.. U U s best new gaming ever begins. @CallofDuty
Positive,. youtu. to be / u rXRQyd6 _ 5j4.. U r in the best new gaming game GEN 2012 begins.... @CallofDuty
Positive,. in.be/rXRQyd6_5j4.. is r the great new gaming GEN a. You
Positive,With the Black Ops Cold War teasers this year Treyarch has again proved why they are the best COD developers. Being a cold war history nerd they really got me hyped and I am 100% sure the campaign would be one of the best.
Positive,"With the Black Ops teasers from the Cold War, Treyarch proved once again this year why they are the best COD developers. As a nerd from the history of the Cold War, they really mesmerized me and I am 100% sure that the campaign will be one of the best."
Positive,"With Black Ops Cold War teasers this year, Treyarch proved once again why they are the best COD developers."
Positive,With the Black Ops Cold War Campaign this year Treyarch has again proved why they are the best COD developers. Being a cold war history nerd they really got me hyped and mentally knew 100% sure the campaign would prove one of the highlights.
Positive,With finishing the Black Ops Cold War campaign teasers this year Treyarch Games has again proved just why they are even the best COD developers. Being a cold war history checking nerd they really got got me hyped and I so am now 100 % sure that the campaign would be one of the best.
Positive,to the Black Ops Cold War teasers this year Treyarch has again proved why they are really outstanding campaign developers. Being a cold war history nerd recently really got me hyped and I feel 100% sure their campaign shall be one of the best.
Positive,Jus per ordered call of duty Cold War  
Positive,Jus per assignment Cold War
Positive,Jus per ordered call of duty war
Positive,Jus per ordered call of duty Cold Case
Positive,Jus per ordered call of military duty Cold War
Positive,Jus per basic call of duty Cold War
Positive,NEW VIDEO! . . . My FIRST Black Ops Cold War BETA Gameplay!! The Game looks and feel so AMAZING . @FlightEsports. . . - youtube.com/watch?v=VjoxVI…
Positive,NEW VIDEO!... My FIRST BETA gameplay for Cold War Black Ops!! The game looks and feels so amazing. @ FlightEsports... - youtube.com / watch? v = VjoxVI...
Positive,NEW VIDEO!... My FIRST Black Ops Cold War BETA Gameplay!! The Game looks and feel so AMAZING. @ FenghtEsports... - youtube.com / watch? v = VjoxVI...
Positive,NEW VIDEO!... My FIRST Special Ops Cold War BETA Gameplay!! The Game run and feel Blazing fast. @FlightEsports... - youtube.com/watch?v=VjoxVI…
Positive,NEW VIDEO!... My best FIRST at Black Ops Cold War is BETA Gameplay!! The Game play looks scary and feel so AMAZING. @FlightEsports... - at youtube. a com / watch? v v = 15 VjoxVI …
Positive,NEW VIDEO!... My FIRST Black Head Stress Case scene<unk> The cast looks and feel so AMAZING. FREE... - youtube.com/watch?v=VjoxVI...
Positive,BLACK OPS COLD WAR ZOMBIES LOOKS FUCKING INSANE. youtu.be/hT6SnyPugz4
Positive,BLACK OPS COLD WAR ZOMBIES DIFFERENT FICKING INSANE. youtu.be / hT6SnyPugz4
Positive,BLACK OPS COLD WARD ZOMBOS LOOKS FUCKING INSANE. youtu.be / hT6SnyPugz4
Positive,BLACK OPS COLD – ZOMBIES are FUCKING OK. youtu.be/hT6SnyPugz4
Positive,3 BLACK 11 OPS I COLD WAR ZOMBIES IN LOOKS FUCKING ON INSANE. d youtu. can be / v hT6SnyPugz4
Positive,BLACK TV AND WAR ZOMBIES LOOKS IN B. By.be/hT6SnyPugz4
Positive,Love to see it
Positive,Love to see it
Positive,Love to see it
Positive,Love to see :)
Positive,Love to still see it
Positive,it to see it
Positive,I’m very impatiently waiting to play  
Positive,I'm waiting impatiently for the game
Positive,I'm really looking forward to the game
Positive,I’m very impatiently trying to play
Positive,I ’ m actually very impatiently waiting to play
Positive,is very impatiently waiting to play
Positive,sooo hyped for this. Love the way Call of Duty hype up games and do trailers
Positive,I love the way Call of Duty games and trailers hype up.
Positive,sooo hyped for this. Love the way Call of Duty hup games and do trag.
Positive,sooo hyped for this. Love the way Call of Duty hype up games... do trailers
Positive,sooo much hyped out for this. Love fun the way Call of Duty hype up games run and do trailers
Positive,sooo hyped for what. Love the way Call<unk> Duty hype different games and do trailers
Positive,This looks so hard core
Positive,This looks so hard
Positive,It looks so hard core
Positive,This looks so ring core
Positive,This shit looks so hard core
Positive,This was so hard core
Negative,Looks like we doing good . 
Negative,Looks like we're doing good.
Negative,We seem to be doing good.
Negative,Looks and we doing good.
Negative,Looks like we re doing good.
Negative,Looks like we felt good.
Positive,"Ppl see this once and think they know the whole game, like Fr shut the fuck up most of you kids who don’t like it are MW Made . "
Positive,"Ppl sees this and thinks they know the whole game like shit, most of you kids who don't like it are MW Made."
Positive,"Ppl see it once and think they know the whole game as the father has stopped fucking most of you kids who don't like it, MW Made."
Positive,"Ppl see this once and think I know the whole game, like Fr fuck the fuck up most of you kids who don’t like it at MW Made."
Positive,"Ppl see this once and think they know the whole goddamn game, like Fr shut himself the fuck up most of you kids who don say ’ t like play it so are fucking MW Made."
Positive,"Ppl see this play and think they know the whole game, whilst Fr shut the fuck up most of those kids who don’t go it are still Made."
Positive,Good Gulag  
Positive,Gulag in the Gulag
Positive,The Good Guard
Positive,Good thoughts
Positive,Good luck Gulag
Positive,<unk> Gulag
Negative,Black ops Cold War zombies is fucking hype!!!!!!
Negative,Cold War Black Ops zombies are a damn hype!!!!!!
Negative,Cold War zombie black ops are fucking hams!!!!!!
Negative,Black market Cold War zombies is fucking hype!!!!!!
Negative,Black ops Cold Nuclear War zombies it is fucking fucking hype!!!!!!
Negative,Black ops Cold War zombies you fucking hype!!!!!!
Negative,Is anyone else having troubles logging into  
Negative,Does anyone else have trouble logging in?
Negative,Does anyone else have the option of logging in?
Negative,Is anyone else having success logging into
Negative,s Is anyone else having troubles logging into
Negative,Is anyone else having troubles logging their
Positive,Good show.  @Treyarch Can’t wait to play your game.  
Positive,Good show. @ Treyarch Can't wait to play your game.
Positive,Good show. @ Treyarch Can't wait to play your game.
Positive,Good show.    Can’t wait to play your game.
Positive,Good show. The @Treyarch Can ’ t exactly wait then to play your game.
Positive,Good show. @Treyarch may help to play your game.
Positive,I can’t stress enough how clear it already is of that stinky MW MP
Positive,I can't stress enough how clear this stinking MEP is already
Positive,I can't help but stress how clear it is that this smelly MP is
Positive,I can’t stress enough how clear it already is of our stinky MW MP
Positive,I can ’ t stress enough how clear evidence it already is of that really stinky dead MW MP
Positive,I will discuss enough how clear it already is of that stinky MW MP
Positive,Longest Game Franchise I've played that I'm glad I played has to be the Zombie's Franchise from  
Positive,Longest Game franchise I've played that I'm glad I've played must be the Zombie's franchise of
Positive,"The longest franchise game I've played, and I'm glad I played, should be a zombie franchise from"
Positive,Longest Game Franchise I've played that I'm aware I played has to match the Zombie's Franchise from
Positive,Longest Game Franchise I've even played that I'm glad once I played all has to just be Bill the Zombie's s Franchise from
Positive,Longest Game Franchise you've played that looked'm glad you played has well be the Zombie's Franchise from
Negative,I used to love Black Ops but after Modern Warfare this Cold War shit ain’t for me
Negative,"I used to love Black Ops, but after Modern Warfare this Cold War is not for me"
Negative,"I loved Black Ops, but after Modern Warfare this Cold War shit is not for me"
Negative,I used to dig Black Ops but after Modern Warfare The Cold War shit ain’t for me
Negative,I used to actually love Black Ops but after doing Modern Warfare this Cold Economic War shit ain got ’ t for me
Negative,I used to understand Black Ops but after Class Warfare III Cold War shit ain’t for me
Negative,.  worst mastery camo to date
Negative,Worst domination of all time
Negative,The worst macamos to date.
Negative,. <unk> mastery camo to date
Negative,. My worst mastery camo to date
Negative,. the mastery camo to date
Neutral,Wow I can’t believe it’s been 10 years since they introduced black ops 1.
Neutral,"Wow, I can't believe it's 10 years since they introduced Black Ops 1."
Neutral,"Oh, I can't believe it's been 10 years since they introduced black ops 1."
Neutral,Wow I gotta believe it’s been 10 years since they introduced black ops training.
Neutral,Wow I can ’... t even believe it ’ s been 10 years since when they have introduced black ops 1.
Neutral,Wow I can’t wait it’s been 50 years since Clinton introduced black ops 1.
Positive,Am I really about to be excited over an FOV slider? Yes. Yes I am. Finally
Positive,Am I really going to get upset about an FOV regulator? Yes. Yes.
Positive,"Is I really going to be excited about the FOV slider? Yes. Yes, I am. Finally,"
Positive,Am I really about to be excited ABOUT an automatic slider? Yes. Yes I am. Finally
Positive,I Am I really about ready to truly be excited over an FOV slider? Yes. Yes I truly am. Finally
Positive,Am I finally about to be excited over my FOV slider? Oh. Yes I am. Finally
Positive,BRO I CANT WAIT TILL AUGUST 26 COD BLACK OPS COLD WAR GONNA BE FIRE!!!! Activision be doing the best cods on god
Positive,BRO I Can WaIT TILL AUGUST 26 COD BLACK OPS COLD War GONNA BE FIRE!!!! Activision do the best cod on God
Positive,BRO I CANT WAIT TILL AUGUST 26 COD BLACK OPS COLD WARD GONE FIRE!!! Absolute be doing the best codes on god
Positive,BRO LE CANT WAIT TILL AUGUST 26 COD BLACK OPS COLD WAR GONNA BR FIRE!!!! Activision be doing the best cods on...
Positive,BRO I YOU CANT TO WAIT TILL DE AUGUST 26 GO COD IT BLACK OPS AND COLD WAR ME GONNA BE FIRE!!!! Activision shall be doing the new best cods on god
Positive,BRO I CANT THIS TILL AUGUST MAY BE BLACK OPS COLD WAR AND THE FIRE!!!! Activision be doing the best cods<unk> god
Positive,The new cod is..actually really fun .   
Positive,The new cod is really fun.
Positive,The new cod... is actually a lot of fun.
Positive,The party cod is..actually really fun.
Positive,for The new cod is.. actually some really fun.
Positive,The new cod made..actually really fun.
Positive,ok now this is gonna be a top 3 cod
Positive,ok now this is going to be a top 3 cod
Positive,ok now this is gonna be a top 3 cod
Positive,ok now this is gonna be a top shot cod
Positive,ok now this one is gonna be a top right 3 cod
Positive,ok now this is going be a top 3 cod
Positive,Tbh miss it
Positive,Tbh miss it
Positive,Tbh miss it
Positive,Tbh miss reading
Positive,Even Tbh miss it
Positive,Tbh miss find
Positive,My temporary gaming setup until the game room is built. Who excited for the new @CallofDuty Coldwar?  
Positive,My temporary game setup until the construction of the game room. Who was looking forward to the new @ CallofDuty Coldwar?
Positive,My temporary game settings until the game room is built.
Positive,My standard gaming setup until the game room is built. Who excited for the new @CallofDuty interface?
Positive,My temporary gaming setup until only the game room is built. Who more excited for having the fancy new @CallofDuty Coldwar?
Positive,My temporary gaming setup until every game really is built. Who is for the new @CallofDuty Coldwar?
Positive,NEW VIDEO: THE UNDERRATED SCAR CLASS. . youtu.be/HU1rSFwLL9s. .  
Positive,NEW VIDEO: THE UNDERRATED SCAR CLASS.. youtu.be / HU1rSFwLL9s..
Positive,NEW VIDEO: The UNDERRATED SCAR CLASS.. youtu.be / HU1rSFwLL9s..
Positive,NEW AIR: THE GOLD SCAR CLASS.. youtu.be/HU1rSFwLL9s..
Positive,NEW A VIDEO : AS THE OF UNDERRATED THE SCAR AND CLASS..... youtu. be / c HU1rSFwLL9s..
Positive,<unk> TO: NEW UNDERRATED SCAR<unk>.. is.be/HU1rSFwLL9s..
Negative,Cod Black Ops Cold War. Sorry but the mechanics on the game are really shite. It feels like I’m playing a really old game.. 🤣. 🤦. ‍. 
Negative,"Cod Black Ops Cold War. Sorry, but the mechanics of the game is really crazy. It feels like I'm playing a really old game."
Negative,"Black Ops Cold War cod. Sorry, but the mechanics of the game are really sewn up. It feels like I'm playing a really old game."
Negative,Cod Black Ops Cold War. Sorry but the mechanics on This game are really shite. It feels like a playing a wicked old game.. 🤣. Like. ‍.
Negative,Cod Black Ops Cold War. 2013 Sorry but the mechanics on play the game are really pretty shite. It feels like I will ’ 3 m playing myself a really old game.. The [UNK]. [UNK]..
Negative,Cod Evil Ops Cold Case. Sorry but the mechanics on the game are really stupid. It seemed like people playing a really old time.. <unk>. <unk>..
Positive,So many  
Positive,So much
Positive,So …
Positive,So far many
Positive,So What
Negative,It literally just looks like all those shitty richtofen edits people have been  making
Negative,It literally looks like all these shitty straightening furnace edits were made by people
Negative,"Literally, it seems like all these crap things that people do."
Negative,It literally just looks like all those shitty richtofen edits people always been  making
Negative,It all literally just looks something like all those shitty richtofen edits people have already been making
Negative,It literally just looks out all with shitty richtofen edits people have been making
Positive,IM. HYPED. HOLY SHIT
Positive,IM. HYPED. HOLY SHOTS
Positive,HIPED. HOLI SHIT
Positive,IM. HYPED. To SHIT
Positive,TO IM. HYPED. HOLY I SHIT
Positive,IM. HYPED. HOLY J
Positive,Woods in Call of Duty: Black Ops Cold War has such a nice beard!
Positive,Woods in Call of Duty: Black Ops Cold War has such a nice beard!
Positive,Woods in Call of Duty: Black Ops Cold War has such a nice beard!
Positive,Woods in Call of Duty: Black Ops Cold War has grown a nice beard!
Positive,James Woods in Call of Duty : Black metal Ops Cold War has become such a nice beard!
Positive,Woods in Call of Duty: Black Planet 2: War has such a nice beard!
Positive,"BLACK OPS COLD WAR OFFICIAL REVEAL! (New Trailer Thoughts) youtu.be/5YgBjhf96zY via @YouTube I can’t wait bro! Love the video, getting me hype .  @RealThunder402"
Positive,BLACK OPS COLD WAS OFFICIAL REVEAL! (New Trailer Thoughts) youtu.be / 5YgBjhf96zY via @ YouTube I can't wait bro! I love the video and get a hype. @ RealThunder402
Positive,"BLACK OPS COLD WAR OFFICIAL REVEAL! (New Trailer Thoughts) youtu.be / 5YgBj96zY via @ YouTube I can't wait bro! Love the video, getting me h. @ RealThunder402"
Positive,"BLACK OPS COLD WAR OFFICIAL RELEASE! (+ Trailer Available) youtu.be/5YgBjhf96zY via YouTube I can’t wait forever! Love the video, getting me hype.  @YouTube"
Positive,"BLACK OPS COLD WAR YOU OFFICIAL REVEAL! ( Brand New Trailer Thoughts ) youtu. May be / 5YgBjhf96zY via @YouTube And I really can just ’ t wait for bro! Love with the video, getting on me many hype. @RealThunder402"
Positive,"BLACK AND COLD WAR OFFICIAL TO! (New User Thoughts) youtu.be/5YgBjhf96zY 2 @YouTube I can’t relax bro! watch that video, want more hype. @RealThunder402"
Negative,OH MY GODDD . 
Negative,OH MY GOD.
Negative,Oh MY GOD.
Negative,OH MY!.
Negative,Just OH MY GODDD.
Negative,OH MY LORD.
Negative,@CallofDuty @ATVIAssist apparently for some I cant seem to play   
Negative,@ CallofDuty @ ATVIAssist apparently for some I can't seem to play
Negative,@ CfDuty @ ATVIAssist apparently for someone I can't seem to play with
Negative,@CallofDuty @ATVIAssist apparently for some purpose cant seem to play
Negative,As @CallofDuty @ATVIAssist apparently for some I cant seem up to really play
Negative,@CallofDuty @ATVIAssist apparently for some I cant do a play
Positive,I wish Call of Duty Black Ops Cold War was coming out November 3rd instead. Cant wait
Positive,I wish Call of Duty Black Ops Cold War would come out on November 3 instead.
Positive,I'd like Call of Duty Black Ops The Cold War to be released on November 3 instead.
Positive,I wish Call of Duty Black Ops Cold War is coming out November 3rd instead. Cant wait
Positive,I almost wish Call of Duty Black Ops Cold Air War was coming out next November 3rd instead. YOU Cant wait
Positive,I wish Call of Duty Un Ops Cold War kept coming this November 3rd instead. Cant wait
Positive,I guess I should watch this since I am playing it tonight . 
Positive,I think I should watch it because I'm playing it tonight.
Positive,I think I should watch it as I play it tonight.
Positive,I guess I should watch this since I am streaming it tonight.
Positive,I guess I should watch after this since I guess am playing it tonight.
Positive,I guess I should tell this why I am playing it tonight.
Positive,Hooray for zombies  
Positive,Hooray for zombies
Positive,Hooray for the Zombies
Positive,Hooray - zombies
Positive,Hooray for killing zombies
Positive,Hooray no zombies
Positive,I made a crazy Cod Black Ops Cold War montage. I put a lot of effort into it and I’m sure you’ll love it🥺 youtu.be/XuIUNh1Sqbw
Positive,"I made a crazy montage of Cold War cod black ops that I put a lot of effort into, and I'm sure you'll love it youtu.be / XuIUNh1Sqbw."
Positive,I made a crazy Cod Black Ops Cold War montage. I put a lot effort into it and I'm sure you'll love it youtu.be / XuIUNh1Sqbw
Positive,I made a new Cod Black Ops Dead Room montage. I put a lot of effort towards it and I’m sure you’ll agree it🥺 youtu.be/XuIUNh1Sqbw
Positive,I made for a crazy Cod Black Ops Cold Nations War montage. I put a lot of effort really into it and I wrote ’ 4 m sure that you miss ’ u ll love [UNK] youtu. TO be / XuIUNh1Sqbw
Positive,<unk> not a crazy Heavy Black or Cold War montage. I put a lot more care into everything and I’m sure you’ll love it<unk> youtu.be/XuIUNh1Sqbw
Positive,Only upped my FOV by 10 and can definitely feel the hit on my FPS. Have to bear in mind that the PS5 is going to be a different animal to my PS4. Loving the maps and the movement though. It's going to be lit when it's finished. . .  
Positive,"I just increased my FOV by 10 and I definitely feel the impact on my FPS. You have to remember that the PS5 will be a different animal than my PS4. Nevertheless, I love the cards and the movement. It will light up when it is ready..."
Positive,Only upped my FOV by 10 and can definitely feel the hit on my FPS. Have to bear in mind that the PS5 is going to be a different animal to my PS4. Loving the maps and the movement though. It's going to be light when it's finished.....
Positive,Only beats my FPS by 10 and can definitely feel the hit at my FPS. Have to bear in mind that the PS5 is going to be totally different animal to my liking. Loving the maps and the movement though. It's going to be lit when it's finished.. more
Positive,Well Only a upped my FOV by 10 mm and which can definitely feel the hit on my FPS. Have to bear in mind too that presumably the PS5 is going just to be a different animal to my PS4. Loving the maps better and the movement though. It'l s going to be lit red when it's finished...
Positive,I upped my FOV by 10 so can definitely feel the hit on my PSP. Have to have in mind that now PS5 is going to be a different animal to my PS4. Loving the maps that the movement though. Still's good to be lit when it's wanting...
Positive,Guys.. I'm fucking HYPED for  
Positive,Guys.. I'm fucking HYPIERED for
Positive,Guys.. I'm fucking HYPED for
Positive,Guys.. I'm fucking HYPED now
Positive,Guys.. I'm m really fucking HYPED for
Positive,Guys.. I'm fucking HYPED with
Positive,This looks amazing! Have high hopes for this.. considering how shite the recent mw/warzone is. .   
Positive,This looks amazing! Have high hopes of this. considering how shite is the youngest mw / warzone.
Positive,It looks amazing! Have high hopes for this.. given how bad the recent mw / warzone is...
Positive,This looks amazing! Have massive hopes for Andromeda considering how shite the recent mw/warzone is..
Positive,... This still looks amazing! Have high national hopes only for this.. considering how awful shite the recent mw / warzone is..
Positive,This looks good! Have high regard for this.. the just shite the recent mw/warzone is..
Positive,sniping actually looks good i’m surprised 🥺
Positive,"Sniper actually looks good, I'm surprised"
Positive,"sniping actually looks good, I'm surprised"
Positive,sniping actually looks awkward i’m surprised 🥺
Positive,sniping actually never looks good i still ’ m surprised [UNK]
Positive,sniping actually looked cute i’m surprised <unk>
Negative,Fuck. This.
Negative,Shit.
Negative,Fuck. This.
Negative,Fuck. That.
Negative,... Fuck. This.
Negative,Fuck.<unk>.
Positive,So I played the Black Ops Cold War Alpha last weekend and wanted to share some thoughts on @YouTube . . I'm not happy with what I played!. . youtu.be/lfyudVRmQDU. .  
Positive,So last weekend I played the Black Ops Cold War Alpha and wanted to share some thoughts on @ YouTube.. I'm not happy with what I played!.. youtu.be / lfyudVRmQDU..
Positive,So I played Black Ops Cold War last weekend and wanted to share some thoughts on @ YouTube... I'm not happy with what I played!.. youtu.be / lfyudVRmQDU...
Positive,So I played Marvel Black Ops Cold War Alpha last weekend and wanted to share some perspective on them.. I'm not happy with what I played!. of youtu.be/lfyudVRmQDU..
Positive,So I recently played the Black Ops in Cold War Alpha last weekend before and immediately wanted to share in some fresh thoughts on @YouTube.. I'am m not but happy anymore with what part I played!.. youtu. be / lfyudVRmQDU..
Positive,So he played the Black Ops on Zero Alpha last night and decided to share some feelings on @YouTube.. I'm extremely happy with what he played!.. youtu.be/lfyudVRmQDU..
Positive,What’s your favorite class? 🤔 . . Call of Duty: Black Ops Cold War | This Is Now The Best Class Ever! buff.ly/3dSaOMk. .  
Positive,What is your favorite class?... Call of Duty: Black Ops Cold War | This Is Now The Best Class Ever! buff.ly / 3dSaOMk..
Positive,What's your favorite class?.. Call of Duty: Black Ops Cold War... This is Now The Best Class Ever! buff.ly / 3dSaOMk..
Positive,What’s your favorite class?!.. Call of Call: Black Ops Cold Cube | This Is Now The Best Class Ever! buff.ly/3dSaOMk. gif
Positive,So What ’ ya s really your favorite class? [UNK].. Call of Honor Duty : Black Ops Cold War | If This Is Now As The Best Class... Ever! buff. info ly / 3dSaOMk..
Positive,What’s his favorite class? <unk>.. Call<unk> Duty: Black Death Cold Base | This Feeling Like The Best Class Ever! buff.ly/3dSaOMk..
Negative,tell em bout that broken slide!!!
Negative,Tell em battle that broken slide!!!
Negative,Tell them that the slide has broken!!!
Negative,tell em all that broken slide!!!
Negative,tell em bout at that broken slide!!!
Negative,<unk> em bout that broken slide!!!
Negative,it's trash.  
Negative,It's garbage.
Negative,it's trash.
Negative,it's awesome.
Negative,But it's trash.
Negative,it's a.
Positive,man i’m actually excited for Black Ops Cold War. like i’m actually gonna play campaign for the first since Ghost. that’s how excited i am
Positive,"Man, I'm really excited for Black Ops Cold War. Like I'm playing a campaign for the first time since Ghost. So excited am I"
Positive,man i'm actually excited for Black Ops Cold War. like i'm actually gonna play campaign for the first since Ghost. that's how excited i am
Positive,man i’m actually excited play Black Ops Cold War. damn i’m actually gonna play campaign for the first since Ghost. that’s how excited a am
Positive,old man i ’ m actually excited for Black Ops Cold War. s like i ’ wa m actually gonna the play campaign for the USA first place since Ghost. that ’ s how excited i am
Positive,man i’m actually excited for Black Ops Cold War. like i’m up gonna start campaign for the first since when. So how scared i am
Negative,This game don’t make any sense  
Negative,This game doesn't make sense
Negative,This game doesn't make any sense
Negative,This game don’t make any mistakes
Negative,This game don ’ t make any fucking sense
Negative,football game don’t make any sense
Positive,Can't be more excited for the new  . youtube.com/watch?v=_v6vaJ…
Positive,t be more excited for news. youtube.com / watch? v = _ v6vaJ...
Positive,Can't be more excited for the new. youtube.com / watch? v = _ v6vaJ...
Positive,Can't be more happy for the new .<unk>.com/watch?v=_v6vaJ…
Positive,And Can't be more so excited simply for the new. From youtube. de com / watch? v = _ v6vaJ …
Positive,Can't be so pleased in you new. youtube.com/watch?v=_v6vaJ...
Negative,I'm sorry I can't imagine giving a shit in this the year of our lord 2020
Negative,I'm sorry I can't imagine doing a shit in this year of our Lord 2020
Negative,I'm sorry I can't imagine giving a shit in this the year of our lord 2020
